ID,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
Seq_1209,0.309,-0.234,-0.134,-0.357,-0.003
Seq_1210,0.001,-0.023,-0.44,-0.256,0.136
Seq_1211,0.043,-0.47,-0.501,-0.404,0.257
Seq_1212,0.216,-0.448,-0.269,-0.439,0.106
Seq_1213,0.012,-0.764,-0.441,-0.387,0.201
Seq_1214,-0.709,-0.596,-0.339,-0.217,0.119
Seq_1215,-0.044,-0.274,-0.369,-0.474,0.066
Seq_1216,0.1,-0.854,-0.408,-0.549,0.298
Seq_1217,0.291,-0.389,-0.269,-0.409,0.168
Seq_1218,-0.039,-0.23,-0.552,-0.493,0.018
Seq_1219,0.252,-0.569,-0.344,-0.438,0.032
Seq_1220,-0.039,-1.023,-0.137,-0.59,0.183
Seq_1221,0.265,-0.332,-0.252,-0.565,0.029
Seq_1222,0.089,-0.43,-0.171,-0.315,0.272
Seq_1223,0.074,-0.417,-0.348,-0.503,0.013
Seq_1224,0.126,-0.309,-0.218,-0.38,0.069
Seq_1225,0.244,-0.699,-0.252,-0.489,0.114
Seq_1226,0.142,-0.727,-0.243,-0.439,0.064
Seq_1227,0.504,-0.526,-0.434,-0.234,-0.041
Seq_1228,0.054,-0.685,-0.336,-0.442,0.321
Seq_1229,0.355,-0.602,-0.32,-0.474,0.149
Seq_1230,0.095,-0.936,-0.354,-0.513,0.195
Seq_1231,0.08,-0.726,-0.215,-0.441,0.118
Seq_1232,0.331,-0.305,-0.15,-0.496,0.04
Seq_1233,0.133,-0.644,-0.142,-0.478,0.111
Seq_1234,0.355,-0.673,-0.078,-0.188,0.249
Seq_1235,0.085,-0.872,-0.168,-0.514,0.246
Seq_1236,-0.121,-0.537,-0.431,-0.415,0.134
Seq_1237,0.163,-0.616,-0.261,-0.593,0.13
Seq_1238,0.19,-0.186,-0.331,-0.389,0.086
Seq_1239,0.155,-0.724,-0.263,-0.465,0.075
Seq_1240,0.123,-0.732,-0.319,-0.259,0.242
Seq_1241,-0.049,-0.535,-0.202,-0.33,0.117
Seq_1242,-0.195,-0.324,-0.484,-0.46,0.116
Seq_1243,0.299,-0.323,-0.235,-0.306,0.042
Seq_1244,-0.064,-0.508,-0.422,-0.514,0.101
Seq_1245,0.208,-0.423,0.121,-0.418,0.151
Seq_1246,-0.003,-0.486,-0.113,-0.382,0.253
Seq_1247,0.013,-0.152,-0.11,-0.134,-0.102
Seq_1248,-0.026,-0.364,-0.284,-0.296,0.184
Seq_1249,0.336,-0.491,-0.206,-0.719,0.049
Seq_1250,0.202,-0.291,0.027,-0.364,0.052
Seq_1251,0.987,-0.358,-0.792,0.212,0.465
Seq_1252,0.112,-0.833,-0.278,-0.465,0.188
Seq_1253,0.212,-0.522,-0.208,-0.344,0.034
Seq_1254,0.03,-0.8,0.104,-0.483,0.041
Seq_1255,0.293,-0.939,-0.072,-0.578,-0.098
Seq_1256,0.561,-0.315,-0.054,-0.16,0.003
Seq_1257,0.249,-0.423,-0.269,-0.306,0.09
Seq_1258,-0.147,-0.789,-0.23,-0.493,0.176
Seq_1259,0.103,-0.188,-0.22,-0.215,0.002
Seq_1260,0.086,-0.463,-0.316,-0.527,0.09
Seq_1261,-0.118,-0.839,-0.216,-0.547,0.259
Seq_1262,0.261,-0.452,-0.226,-0.377,0.168
Seq_1263,0.182,-0.551,-0.079,-0.366,0.089
Seq_1264,0.541,-0.634,-0.108,-0.57,0.033
Seq_1265,0.154,-0.586,-0.121,-0.508,0.088
Seq_1266,0.265,-0.296,-0.241,-0.48,0.062
Seq_1267,0.216,-0.561,-0.34,-0.427,0.248
Seq_1268,0.449,-0.454,-0.299,-0.458,0.215
Seq_1269,0.015,-0.463,-0.241,-0.389,0.16
Seq_1270,-0.43,-0.688,-0.38,-0.44,0.07
Seq_1271,0.061,-0.56,-0.234,-0.419,0.099
Seq_1272,-0.069,-0.504,-0.241,-0.352,0.131
Seq_1273,0.098,-0.681,-0.358,-0.441,0.215
Seq_1274,0.339,-0.688,-0.291,-0.558,0.145
Seq_1275,0.489,-0.385,-0.597,-0.252,0.071
Seq_1276,0.263,-0.372,-0.304,-0.477,0.02
Seq_1277,0.134,-0.644,-0.26,-0.444,0.118
Seq_1278,0.171,-0.762,-0.456,-0.515,0.214
Seq_1279,0.209,-0.222,-0.476,-0.294,0.065
Seq_1280,0.309,-0.46,-0.249,-0.392,0.13
Seq_1281,0.123,-0.636,-0.27,-0.581,0.146
Seq_1282,0.139,-0.538,-0.481,-0.674,0.111
Seq_1283,0.048,-0.465,-0.283,-0.452,0.163
Seq_1284,0.241,-0.349,-0.215,-0.329,-0.001
Seq_1285,0.225,-0.567,-0.451,-0.515,0.097
Seq_1286,0.324,-0.241,-0.094,-0.388,0.036
Seq_1287,0.721,-0.212,-0.378,-0.67,0.208
Seq_1288,0.272,-0.267,-0.214,-0.383,0.076
Seq_1289,-0.045,-0.49,-0.317,-0.406,0.127
Seq_1290,0.153,-0.704,-0.219,-0.453,0.202
Seq_1291,0.281,-0.704,-0.03,-0.03,0.424
Seq_1292,0.194,-0.536,-0.282,-0.502,0.126
Seq_1293,0.292,-0.509,0.001,-0.493,-0.093
Seq_1294,-0.136,-0.556,-0.286,-0.245,0.263
Seq_1295,0.087,-0.703,-0.063,-0.398,0.174
Seq_1296,0.176,-0.915,-0.094,-0.502,0.128
Seq_1297,0.123,-0.532,-0.263,-0.373,0.103
Seq_1298,0.062,-0.32,-0.313,-0.347,0.101
Seq_1299,-0.078,-0.631,-0.219,-0.257,0.188
Seq_1300,0.105,-0.77,-0.154,-0.405,0.137
Seq_1301,0.967,-0.272,-0.224,-0.546,0.125
Seq_1302,0.041,-0.349,-0.275,-0.339,0.118
Seq_1303,0.188,-0.569,-0.267,-0.402,0.112
Seq_1304,0.194,-0.582,-0.124,-0.472,0.065
Seq_1305,0.626,-0.284,-0.198,-0.521,0.108
Seq_1306,0.226,-0.768,-0.198,-0.359,0.096
Seq_1307,0.058,-0.509,-0.216,-0.367,0.05
Seq_1308,-0.046,-0.761,-0.256,-0.514,0.113
Seq_1309,0.231,-0.569,-0.128,-0.475,0.109
Seq_1310,-0.265,-0.727,-0.573,-0.173,0.188
Seq_1311,0.126,-0.567,-0.184,-0.399,0.296
Seq_1312,-0.003,-0.351,-0.284,-0.413,0.086
Seq_1313,0.196,-0.701,-0.373,-0.442,0.222
Seq_1314,0.29,-0.922,0.055,-0.893,0.122
Seq_1315,-0.039,-0.318,-0.314,-0.4,0.084
Seq_1316,0.156,-0.518,-0.479,-0.47,0.202
Seq_1317,0.477,-0.204,-0.439,0.163,0.177
Seq_1318,0.125,-0.449,-0.074,-0.26,0.05
Seq_1319,0.272,-0.023,-0.172,-0.496,-0.064
Seq_1320,0.494,-0.451,-0.197,-0.376,0.119
Seq_1321,0.496,-0.587,-0.09,-0.459,0.25
Seq_1322,0.558,-0.87,-0.012,-0.349,0.279
Seq_1323,-0.028,-0.714,0.066,-0.316,0.178
Seq_1324,0.015,-0.254,-0.163,-0.333,-0.036
Seq_1325,0.093,-0.229,-0.23,-0.296,0.028
Seq_1326,-0.578,-0.61,-0.527,-0.39,0.131
Seq_1327,0.216,-0.712,-0.078,-0.397,0.097
Seq_1328,0.002,-0.574,-0.137,-0.285,0.195
Seq_1329,-0.061,-0.859,-0.335,-0.54,0.095
Seq_1330,-0.824,-0.587,-0.401,-0.164,0.168
Seq_1331,0.133,-0.124,-0.281,-0.432,-0.035
Seq_1332,-0.012,-0.64,-0.068,-0.39,0.296
Seq_1333,0.522,-0.314,-0.236,-0.41,0.182
Seq_1334,0.214,-0.788,-0.334,-0.403,0.348
Seq_1335,0.323,-0.302,-0.76,-0.272,0.168
Seq_1336,-0.112,-0.579,-0.285,-0.318,0.173
Seq_1337,0.174,-0.498,-0.116,-0.235,0.23
Seq_1338,0.03,-0.314,-0.333,-0.43,0.19
Seq_1339,0.24,-0.694,-0.456,-0.633,-0.009
Seq_1340,-0.063,-0.487,-0.091,-0.307,0.288
Seq_1341,0.592,-0.28,-0.083,-0.151,0.317
Seq_1342,0.065,-0.356,-0.073,-0.333,0.127
Seq_1343,0.199,-0.859,-0.149,-0.378,0.166
Seq_1344,0.213,-0.506,-0.298,-0.499,0.134
Seq_1345,0.02,-0.551,-0.291,-0.341,0.285
Seq_1346,0.225,-0.475,-0.413,-0.464,0.186
Seq_1347,0.318,-0.334,-0.407,-0.444,-0.053
Seq_1348,0.079,-0.498,-0.16,-0.442,0.118
Seq_1349,0.05,-0.619,-0.273,-0.33,0.147
Seq_1350,0.122,-0.523,-0.094,-0.405,0.107
Seq_1351,0.094,-0.414,-0.211,-0.407,0.103
Seq_1352,0.253,-0.745,-0.123,-0.765,0.144
Seq_1353,0.167,-0.584,-0.272,-0.424,0.197
Seq_1354,-0.103,-0.312,-0.283,-0.25,0.049
Seq_1355,0.225,-0.878,-0.289,-0.37,0.392
Seq_1356,0.232,-0.421,-0.069,-0.455,-0.009
Seq_1357,0.059,-0.65,-0.35,-0.37,0.189
Seq_1358,-0.003,-0.691,-0.343,-0.316,0.112
Seq_1359,0.187,-0.303,-0.253,-0.365,0.084
Seq_1360,0.087,-0.366,0.016,-0.23,-0.039
Seq_1361,0.133,-0.599,-0.104,-0.422,0.167
Seq_1362,-0.048,-0.612,-0.17,-0.377,0.188
Seq_1363,0.169,-0.74,-0.334,-0.536,0.229
Seq_1364,0.669,-0.399,-0.254,-0.482,0.176
Seq_1365,0.112,-0.517,-0.124,-0.467,-0.016
Seq_1366,0.144,-0.589,-0.2,-0.335,0.167
Seq_1367,0.428,-0.362,-0.097,-0.311,-0.015
Seq_1368,0.012,-0.552,-0.311,-0.5,0.136
Seq_1369,-0.181,-0.427,-0.415,-0.46,0.131
Seq_1370,0.091,-0.625,-0.273,-0.384,0.146
Seq_1371,0.154,-0.743,-0.219,-0.552,0.215
Seq_1372,-0.017,-0.146,-0.267,-0.387,0.013
Seq_1373,0.097,-0.575,-0.259,-0.484,0.095
Seq_1374,-0.038,-0.767,-0.243,-0.723,0.054
Seq_1375,0.068,-0.659,-0.337,-0.451,0.126
Seq_1376,0.127,-0.829,-0.369,-0.483,0.252
Seq_1377,-0.117,-0.545,-0.434,-0.567,0.135
Seq_1378,-0.073,-0.413,-0.259,-0.394,0.166
Seq_1379,0.031,-0.28,-0.344,-0.361,0.142
Seq_1380,0.222,-0.372,-0.334,-0.404,0.296
Seq_1381,-0.735,-0.998,-0.325,-0.408,0.115
Seq_1382,0.095,-0.205,-0.138,-0.284,0.113
Seq_1383,0.018,-0.799,-0.216,-0.379,0.319
Seq_1384,0.275,-0.278,-0.208,-0.451,-0.007
Seq_1385,0.118,-0.728,-0.282,-0.421,0.064
Seq_1386,0.054,-0.494,-0.297,-0.489,0.18
Seq_1387,0.097,-0.739,-0.216,-0.374,0.189
Seq_1388,0.179,-0.624,-0.283,-0.407,0.111
Seq_1389,0.021,-0.819,-0.191,-0.523,0.242
Seq_1390,0.061,-0.445,-0.272,-0.403,0.177
Seq_1391,-0.093,-0.19,-0.336,-0.173,0.213
Seq_1392,-0.484,-0.505,-0.247,-0.341,0.046
Seq_1393,0.107,-0.26,-0.264,-0.369,0.1
Seq_1394,0.123,-0.534,-0.264,-0.376,0.228
Seq_1395,0.314,-0.387,-0.254,-0.612,0.243
Seq_1396,-0.084,-0.423,-0.102,-0.246,0.161
Seq_1397,0.065,-0.446,-0.219,-0.35,-0.053
Seq_1398,-0.216,-0.538,-0.203,-0.352,0.126
Seq_1399,-0.06,-0.609,-0.297,-0.475,0.109
Seq_1400,0.038,-0.525,-0.332,-0.375,0.089
Seq_1401,0.206,-0.501,-0.29,-0.631,0.076
Seq_1402,0.365,-0.439,-0.47,-0.539,-0.01
Seq_1403,0.165,-0.561,-0.172,-0.435,0.13
Seq_1404,0.037,-0.44,-0.445,-0.264,0.253
Seq_1405,0.055,-0.442,-0.23,-0.454,0.005
Seq_1406,0.201,-0.618,-0.257,-0.43,0.151
Seq_1407,-0.028,-0.375,-0.158,-0.49,0.129
Seq_1408,0.309,-0.653,-0.191,-0.462,-0.065
Seq_1409,-0.13,-1.148,-0.342,-0.247,0.359
Seq_1410,0.369,-0.514,-0.436,-0.186,-0.043
Seq_1411,0.098,0.065,-0.297,-0.461,-0.11
Seq_1412,0.004,-0.312,-0.366,-0.511,0.016
Seq_1413,0.07,-0.277,-0.314,-0.428,0.147
Seq_1414,0.587,-0.397,-0.153,-0.793,0.066
Seq_1415,0.117,-0.583,-0.219,-0.405,0.078
Seq_1416,0.331,-0.664,-0.549,-0.518,0.17
Seq_1417,0.077,-0.648,-0.269,-0.499,0.073
Seq_1418,0.3,-0.629,-0.241,-0.46,0.04
Seq_1419,0.066,-0.612,-0.319,-0.302,0.069
Seq_1420,0.086,-0.159,-0.227,-0.575,-0.082
Seq_1421,0.131,-0.386,-0.158,-0.534,0.097
Seq_1422,0.128,-0.967,-0.306,-0.439,0.257
Seq_1423,0.096,-0.517,-0.241,-0.302,0.257
Seq_1424,0.258,-0.478,-0.208,-0.385,0.224
Seq_1425,0.055,-0.603,-0.171,-0.5,0.115
Seq_1426,0.092,-0.568,-0.117,-0.607,0.267
Seq_1427,0.077,-0.436,-0.266,-0.422,0.197
Seq_1428,0.126,-1.022,-0.264,-0.443,0.245
Seq_1429,-0.212,-0.426,-0.293,-0.383,0.113
Seq_1430,0.396,-0.46,-0.258,-0.519,0.091
Seq_1431,-0.03,-0.427,-0.125,-0.157,0.175
Seq_1432,-0.141,-0.465,-0.284,-0.195,0.16
Seq_1433,-0.014,-0.593,-0.125,-0.304,0.192
Seq_1434,0.481,-0.992,-0.041,-0.473,0.293
Seq_1435,0.297,-0.584,-0.237,-0.395,0.153
Seq_1436,0.031,-0.521,-0.197,-0.406,0.089
Seq_1437,0.139,-0.646,-0.372,-0.381,0.297
Seq_1438,0.164,-0.676,-0.496,-0.538,0.042
Seq_1439,0.182,-0.144,-0.181,-0.472,-0.001
Seq_1440,0.152,-0.172,-0.305,-0.299,0.13
Seq_1441,0.281,-0.274,-0.335,-0.215,0.321
Seq_1442,-0.164,-0.872,-0.358,-0.529,0.233
Seq_1443,0.274,-0.44,-0.326,-0.587,0.141
Seq_1444,-0.269,-0.435,-0.265,-0.446,0.166
Seq_1445,-0.018,-0.661,-0.226,-0.403,0.117
Seq_1446,0.089,-0.616,-0.108,-0.323,0.328
Seq_1447,0.048,-0.172,-0.192,-0.082,-0.041
Seq_1448,-0.32,-0.607,-0.264,-0.313,0.127
Seq_1449,-0.211,-0.606,-0.284,-0.497,0.215
Seq_1450,0.196,-0.624,0.029,-0.581,0.014
Seq_1451,0.153,-0.591,-0.22,-0.334,0.174
Seq_1452,0.163,-0.606,-0.255,-0.492,0.174
Seq_1453,-0.141,-0.725,-0.483,-0.543,0.125
Seq_1454,0.155,-0.528,-0.267,-0.421,0.08
Seq_1455,0.309,-0.301,-0.253,-0.417,0.135
Seq_1456,0.044,-0.235,-0.265,-0.403,0.144
Seq_1457,0.309,-0.365,-0.313,-0.319,0.279
Seq_1458,0.213,-0.045,-0.625,-0.543,0.041
Seq_1459,0.026,-0.73,-0.266,-0.549,0.178
Seq_1460,0.242,-0.311,-0.05,-0.596,-0.056
Seq_1461,0.139,-0.351,-0.394,-0.429,0.19
Seq_1462,0.453,-0.112,-0.306,-0.303,0.06
Seq_1463,-0.028,-0.363,-0.228,-0.352,0.048
Seq_1464,0.047,-0.751,-0.287,-0.501,0.148
Seq_1465,0.164,-0.481,-0.191,-0.317,0.062
Seq_1466,0.133,-0.37,-0.327,-0.518,0.02
Seq_1467,-0.808,-0.642,-0.217,-0.113,0.054
Seq_1468,-0.014,-0.648,-0.215,-0.389,0.074
Seq_1469,0.226,-0.285,-0.179,-0.309,0.114
Seq_1470,0.425,-0.888,-0.051,-0.426,0.071
Seq_1471,0.645,-0.493,-0.349,-0.673,0.139
Seq_1472,0.329,-0.56,-0.653,-0.436,-0.047
Seq_1473,0.06,-0.678,-0.184,-0.356,0.246
Seq_1474,0.383,-0.613,-0.826,-0.337,0.149
Seq_1475,0.209,-0.373,-0.153,-0.302,0.091
Seq_1476,0.043,-0.312,-0.184,-0.397,0.137
Seq_1477,-0.016,-0.341,-0.12,-0.416,0.046
Seq_1478,0.022,-0.482,-0.311,-0.215,0.189
Seq_1479,0.116,-0.573,-0.339,-0.49,0.204
Seq_1480,0.311,-0.445,-0.089,-0.532,0.114
Seq_1481,0.31,-0.407,-0.23,-0.307,0.172
Seq_1482,0.053,-0.213,-0.514,-0.348,0.097
Seq_1483,0.282,-0.734,-0.031,-0.558,-0.031
Seq_1484,0.303,-0.636,-0.046,-0.506,0.05
Seq_1485,0.124,-0.361,-0.532,-0.439,0.081
Seq_1486,0.463,-0.285,-0.319,-0.368,0.127
Seq_1487,0.192,-0.481,-0.234,-0.498,0.047
Seq_1488,0.213,-0.811,-0.171,-0.444,0.29
Seq_1489,0.163,-0.386,-0.288,-0.438,0.132
Seq_1490,0.099,-0.573,-0.229,-0.361,-0.023
Seq_1491,0.13,-0.458,-0.318,-0.347,0.28
Seq_1492,0.167,-0.595,-0.348,-0.397,0.094
Seq_1493,0.038,-0.193,-0.42,-0.529,0.101
Seq_1494,-0.079,-0.669,-0.273,-0.187,0.226
Seq_1495,0.404,-0.156,-0.231,-0.499,0.027
Seq_1496,-0.018,-0.638,-0.361,-0.602,0.165
Seq_1497,0.268,-0.428,-0.17,-0.578,0.071
Seq_1498,-0.047,-0.595,-0.385,-0.351,0.164
Seq_1499,0.205,-0.285,-0.429,-0.447,-0.073
Seq_1500,0.243,-0.557,-0.418,-0.586,0.095
Seq_1501,0.059,-0.33,-0.394,-0.478,0.14
Seq_1502,-0.067,-1.283,-0.379,-0.349,0.279
Seq_1503,0.441,-0.694,0.074,-0.437,0.311
Seq_1504,-0.15,-0.314,-0.163,-0.49,0.135
Seq_1505,-0.025,-0.358,-0.204,-0.458,0.056
Seq_1506,0.409,-0.805,0.209,-0.611,0.005
Seq_1507,0.234,-0.565,-0.303,-0.336,0.222
Seq_1508,-0.846,-1.077,-0.346,-0.397,0.177
Seq_1509,0.242,-0.454,-0.208,-0.48,0.104
Seq_1510,0.054,-0.363,-0.269,-0.41,0.078
Seq_1511,0.144,-0.742,-0.287,-0.462,0.29
Seq_1512,-0.078,-0.926,-0.377,-0.535,0.081
Seq_1513,-0.078,-0.442,-0.631,-0.499,0.018
Seq_1514,0.269,-0.603,-0.603,-0.585,0.13
Seq_1515,-0.269,-0.452,-0.425,-0.388,0.225
Seq_1516,0.326,-0.412,-0.556,0.156,0.154
Seq_1517,-0.055,-0.522,-0.258,-0.444,0.164
Seq_1518,0.183,-0.309,-0.612,-0.389,0.141
Seq_1519,0.188,-0.61,-0.166,-0.553,0.108
Seq_1520,0.155,-0.773,-0.056,-0.504,-0.017
Seq_1521,0.012,-0.578,-0.248,-0.379,0.077
Seq_1522,0.323,-0.544,-0.195,-0.534,0.171
Seq_1523,0.242,-0.411,0.142,-0.344,-0.114
Seq_1524,0.567,-0.678,0.126,-0.901,0.065
Seq_1525,0.373,-0.398,-0.467,-0.471,0.097
Seq_1526,0.362,-0.438,-0.843,0.455,0.202
Seq_1527,0.359,-0.243,-0.266,-0.412,0.158
Seq_1528,-0.043,-0.286,-0.254,-0.479,0.102
Seq_1529,0.208,-0.559,-0.44,-0.515,0.067
Seq_1530,0.132,-0.139,-0.474,-0.352,0.09
Seq_1531,0.04,-0.792,-0.377,-0.568,0.18
Seq_1532,-0.116,-0.396,-0.287,-0.281,0.162
Seq_1533,0.316,-0.109,-0.384,-0.545,0.111
Seq_1534,0.189,-0.855,-0.111,-0.437,0.081
Seq_1535,-0.21,-0.34,-0.327,-0.507,-0.033
Seq_1536,0.269,-0.685,-0.463,-0.323,0.225
Seq_1537,0.138,-0.455,-0.238,-0.558,0.105
Seq_1538,0.15,-0.936,-0.227,-0.537,0.13
Seq_1539,0.291,-0.627,-0.268,-0.465,0.226
Seq_1540,0.235,-0.595,-0.249,-0.447,0.141
Seq_1541,1.181,-1.795,0.083,-0.404,0.173
Seq_1542,0.156,-0.777,-0.225,-0.343,0.294
Seq_1543,0.139,-0.528,-0.221,-0.424,0.122
Seq_1544,0.138,-0.547,-0.232,-0.526,0.043
Seq_1545,0.018,-0.218,-0.171,-0.226,0.165
Seq_1546,-0.062,-0.392,-0.191,-0.24,0.103
Seq_1547,0.084,-0.382,-0.26,-0.411,0.1
Seq_1548,-0.03,-0.738,-0.315,-0.529,0.132
Seq_1549,-0.132,-0.733,-0.491,-0.53,0.167
Seq_1550,0.167,-0.337,-0.212,-0.327,0.096
Seq_1551,0.098,-0.304,-0.297,-0.424,-0.032
Seq_1552,0.223,-0.331,-0.152,-0.139,0.135
Seq_1553,0.471,-0.277,-0.447,-0.288,0.271
Seq_1554,-0.113,-0.737,-0.382,-0.46,0.144
Seq_1555,-0.024,-0.291,-0.152,-0.366,0.128
Seq_1556,0.149,-0.771,-0.383,-0.524,0.213
Seq_1557,-0.126,-0.566,-0.288,-0.529,0.206
Seq_1558,-0.112,-0.235,-0.176,-0.221,0.107
Seq_1559,0.258,-0.593,-0.225,-0.376,0.125
Seq_1560,-0.148,-0.295,-0.252,-0.39,0.125
Seq_1561,0.523,-0.723,-0.916,-0.171,0.084
Seq_1562,0.037,-0.419,-0.229,-0.341,0.176
Seq_1563,0.14,-0.375,-0.317,-0.445,0.124
Seq_1564,0.329,-0.623,-0.068,-0.502,0.118
Seq_1565,0.134,-0.446,-0.45,-0.438,0.149
Seq_1566,0.138,-0.229,-0.319,-0.241,0.011
Seq_1567,0.164,-0.516,-0.158,-0.456,0.023
Seq_1568,-0.059,-0.559,-0.327,-0.419,0.172
Seq_1569,-0.06,-0.727,-0.266,-0.45,0.23
Seq_1570,0.488,-0.293,-0.27,-0.566,0.025
Seq_1571,0.096,-0.937,-0.246,-0.401,0.139
Seq_1572,0.128,-0.742,-0.494,-0.517,0.047
Seq_1573,0.008,-0.336,0.318,-0.677,0.05
Seq_1574,0.455,-0.189,-0.364,-0.399,0.048
Seq_1575,0.115,-0.531,-0.43,-0.412,0.278
Seq_1576,0.48,-0.546,-0.248,-0.504,0.253
Seq_1577,0.442,-0.736,-0.164,-0.571,0.315
Seq_1578,0.004,-0.499,-0.133,-0.502,0.11
Seq_1579,0.243,-0.206,-0.164,-0.195,-0.063
Seq_1580,-0.018,-0.255,-0.179,-0.411,-0.016
Seq_1581,0.106,-0.761,-0.178,-0.568,0.256
Seq_1582,0.126,-0.957,-0.37,-0.501,0.209
Seq_1583,-0.043,-0.647,-0.222,-0.443,0.219
Seq_1584,0.154,-0.799,-0.244,-0.509,0.206
Seq_1585,0.13,-0.634,-0.143,-0.494,0.216
Seq_1586,-0.123,-0.194,-0.281,-0.281,0.098
Seq_1587,-0.545,-0.585,-0.378,-0.448,0.121
Seq_1588,0.13,-0.727,-0.305,-0.455,0.027
Seq_1589,0.544,-0.144,-0.327,-0.586,0.005
Seq_1590,0.18,-0.337,0.033,-0.53,0.098
Seq_1591,0.33,-0.361,-0.137,-0.412,-0.013
Seq_1592,0.471,-0.281,-0.211,-0.357,0.09
Seq_1593,0.682,-0.518,-0.086,-0.523,0.196
Seq_1594,0.2,-0.548,-0.199,-0.364,0.136
Seq_1595,0.293,-0.293,-0.691,-0.232,0.161
Seq_1596,0.077,-0.552,-0.443,-0.389,0.161
Seq_1597,0.036,-0.668,-0.243,-0.459,0.219
Seq_1598,0.802,-0.592,-0.143,-0.47,-0.02
Seq_1599,0.418,-1.276,0.046,-0.51,0.159
Seq_1600,0.14,-0.787,-0.39,-0.391,0.15
Seq_1601,0.071,-0.753,-0.461,-0.566,0.147
Seq_1602,0.208,-0.767,-0.43,-0.555,0.203
Seq_1603,0.032,-0.592,-0.331,-0.398,0.247
Seq_1604,0.074,-0.739,-0.242,-0.407,0.181
Seq_1605,0.049,-0.113,-0.188,-0.398,-0.053
Seq_1606,-0.098,-0.415,-0.348,-0.336,-0.009
Seq_1607,-0.104,-0.776,-0.26,-0.344,0.328
Seq_1608,0.183,-0.357,-0.155,-0.318,0.056
Seq_1609,0.233,-0.595,-0.179,-0.402,0.188
Seq_1610,0.191,-0.508,-0.215,-0.345,0.104
Seq_1611,-1.093,-0.516,-0.294,-0.276,0.069
Seq_1612,0.189,-0.756,-0.249,-0.539,0.209
Seq_1613,0.199,-0.559,-0.093,-0.369,0.17
Seq_1614,0.331,-0.516,-0.348,-0.452,0.122
Seq_1615,0.248,-0.341,-0.267,-0.392,0.074
Seq_1616,0.024,-0.87,-0.288,-0.454,0.233
Seq_1617,0.134,-0.407,-0.34,-0.465,0.052
Seq_1618,0.639,-0.086,-0.434,-0.51,0.063
Seq_1619,0.189,-0.799,0.154,-0.311,0.22
Seq_1620,-0.028,-0.602,-0.393,-0.375,0.325
Seq_1621,0.498,-0.243,-0.273,-0.41,0.146
Seq_1622,0.08,-0.51,-0.137,-0.507,0.185
Seq_1623,0.101,-0.469,-0.181,-0.452,0.091
Seq_1624,-0.091,-0.673,-0.209,-0.342,0.189
Seq_1625,0.131,-0.556,-0.14,-0.226,0.088
Seq_1626,0.554,-0.398,-0.173,-0.554,0.122
Seq_1627,0.036,-0.719,-0.178,-0.342,0.141
Seq_1628,0.242,-0.534,-0.2,-0.421,0.024
Seq_1629,0.413,-0.314,-0.067,-0.205,0.265
Seq_1630,0.432,-0.431,-0.204,-0.409,0.146
Seq_1631,0.241,-0.35,-0.117,-0.317,0.137
Seq_1632,0.288,-0.309,-0.366,-0.506,0.149
Seq_1633,0.344,-0.589,-0.244,-0.355,0.276
Seq_1634,0.166,-0.58,-0.164,-0.352,0.069
Seq_1635,0.717,-0.23,-0.028,-0.395,0.104
Seq_1636,-0.094,-0.572,-0.171,-0.19,0.191
Seq_1637,-0.157,-0.235,-0.244,-0.258,0.143
Seq_1638,0.437,-0.628,-0.532,-0.503,0.09
Seq_1639,-0.065,-0.531,-0.211,-0.445,-0.009
Seq_1640,0.036,-0.791,-0.297,-0.517,0.241
Seq_1641,0.026,-0.671,-0.284,-0.41,0.093
Seq_1642,0.217,-0.136,-0.119,-0.557,-0.016
Seq_1643,-0.118,-0.621,-0.392,-0.508,0.107
Seq_1644,-0.453,-0.677,-0.174,-0.371,0.232
Seq_1645,0.557,-0.571,-0.763,-0.718,0.208
Seq_1646,0.133,-0.752,-0.391,-0.478,0.092
Seq_1647,0.039,-0.314,-0.241,-0.429,0.059
Seq_1648,0.952,-0.282,-0.049,-0.598,0.121
Seq_1649,0.023,-0.157,-0.446,-0.46,0.025
Seq_1650,0.156,-0.282,-0.167,-0.375,0.094
Seq_1651,0.259,-0.398,-0.25,-0.435,0.179
Seq_1652,0.082,-0.517,-0.064,-0.297,0.167
Seq_1653,-0.014,-0.774,-0.291,-0.184,0.225
Seq_1654,0.486,-0.509,-0.595,-0.062,0.109
Seq_1655,0.283,-0.765,-0.229,-0.54,0.074
Seq_1656,0.285,-0.671,-0.293,-0.435,0.081
Seq_1657,-0.014,-0.593,-0.237,-0.298,0.249
Seq_1658,-0.404,-0.584,-0.344,-0.481,0.178
Seq_1659,0.023,-0.291,0.053,-0.464,-0.159
Seq_1660,0.182,-0.357,-0.211,-0.491,0.123
Seq_1661,-0.04,-0.277,-0.143,-0.226,-0.029
Seq_1662,-0.073,-0.291,-0.116,-0.301,0.108
Seq_1663,-0.125,-0.463,-0.151,-0.304,0.192
Seq_1664,0.188,-0.281,-0.153,-0.256,-0.003
Seq_1665,0.276,-0.593,-0.052,-0.425,0.009
Seq_1666,0.271,-0.512,-0.242,-0.492,-0.023
Seq_1667,0.253,-0.292,-0.288,-0.626,0.161
Seq_1668,-0.02,-0.008,-0.443,0.012,0.044
Seq_1669,0.103,-0.248,-0.285,-0.367,0.028
